rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/hold_the_dark,Hold the Dark,"Summoned to a remote Alaskan village to search for the wolves that killed three children, a wolf expert soon finds himself unraveling a harrowing mystery.",Hold the Dark's unsettling aesthetic offers more of what filmgoers expect from director Jeremy Saulnier - and is often enough to prop up shaky narrative underpinnings.,NR,Mystery & Suspense,Jeremy Saulnier,Macon Blair,"Alexander Skarsgård, James Badge Dale, Jeffrey Wright, Macon Blair, Riley Keough, James Bloor, Amanda Burke",,9/28/2018,125,Netflix,Fresh,71,83,Spilled,31,1204,15,59,24
m/holiday_in_the_wild,Holiday in the Wild,,,NR,"Drama, Romance",Ernie Barbarash,"Neal H. Dobrofsky, Tippi Dobrofsky","Kristin Davis, Rob Lowe, Fezile Mpela, John Owen Lowe, Colin Moss",,,,Netflix,Rotten,38,8,Spilled,47,194,1,3,5
m/homecoming_a_film_by_beyonce,Homecoming: A Film by Beyoncé,,Beychella forever.,NR,"Documentary, Musical & Performing Arts",Beyoncé Knowles,,Beyoncé Knowles,,,,Netflix,Certified-Fresh,98,55,Upright,87,1742,22,54,1
m/horse_girl,Horse Girl,A woman's surreal dreams affect her perception of reality.,"Horse Girl proves unwilling or unable to explore the deeper themes it addresses, but this unusual drama is anchored by Alison Brie's committed performance.",R,"Comedy, Drama, Science Fiction & Fantasy",Jeff Baena,"Jeff Baena, Alison Brie","Alison Brie, Debby Ryan, John Reynolds, Molly Shannon, John Ortiz, Paul Reiser, Jay Duplass, Robin Tunney, Matthew Gray Gubler, Dylan Gelula, Jake Picking, Meredith Hagner",2/7/2020,2/7/2020,104,Netflix,Fresh,70,56,Spilled,48,433,15,39,17
m/how_it_ends,How It Ends,"In the midst of an apocalypse, a man struggles to reach his pregnant wife, who is thousands of miles away.",,NR,"Action & Adventure, Science Fiction & Fantasy",David M. Rosenthal,Brooks McLaren,"Theo James, Forest Whitaker, Kat Graham, Kerry Bishé, Nicole Ari Parker, Grace Dove Syme",7/13/2018,7/13/2018,113,Netflix,Rotten,17,18,Spilled,16,1524,2,3,15
m/i_am_jonas,I Am Jonas (Jonas),Two moments of a man's life intertwine.,,NR,"Drama, Romance",Christophe Charrier,Christophe Charrier,"Félix Maritaud, Nicolas Bauwens, Tommy Lee Baïk, Aure Atika, Marie Denarnaud, Ilian Bergala, Pierre Cartonnet, Nicolas Sartous, David Baïot, Ingrid Graziani, Edith Saulnier, Marcel Bouzige, Julien Naccache",,11/8/2018,82,Netflix,Fresh,100,5,Upright,83,67,0,5,0
m/i_am_mother,I Am Mother,A teenage girl is raised by a robot designed to repopulate Earth. Their bond is tested when a stranger arrives with alarming news.,"Suspenseful, well-acted, and intelligent, I Am Mother is an ambitious sci-fi story that largely achieves its impressive aims.",NR,"Mystery & Suspense, Science Fiction & Fantasy",Grant Sputore,Michael Lloyd Green,"Hilary Swank, Clara Rugaard, Rose Byrne, Luke Hawker",,6/7/2019,115,Netflix,Certified-Fresh,91,74,Upright,74,1084,15,67,7
m/i_am_not_an_easy_man,I Am Not An Easy Man (Je ne suis pas un homme facile),A chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women.,,NR,"Comedy, Romance",Eléonore Pourriat,"Eléonore Pourriat, Ariane Fert","Marie-Sophie Ferdane, Vincent Elbaz, Blanche Gardin",4/13/2018,4/15/2018,98,Netflix,Fresh,80,5,Upright,72,204,0,4,1
m/i_am_the_pretty_thing_that_lives_in_the_house,I Am the Pretty Thing That Lives in the House,"Hired to care for a reclusive elderly author (Paula Prentiss), a live-in nurse (Ruth Wilson) comes to believe her house is haunted.",,NR,"Drama, Horror, Mystery & Suspense",Oz Perkins,Oz Perkins,"Ruth Wilson, Paula Prentiss, Lucy Boynton, Bob Balaban, Brad Milne, Erin Boyes",10/28/2016,5/23/2017,87,Netflix,Rotten,58,19,Spilled,24,1006,5,11,8
m/i_lost_my_body,I Lost My Body,"A severed hand escapes from a dissection lab, determined to find its body again.","Beautifully animated and utterly unique, I Lost My Body takes audiences on a singularly strange journey whose unexpected contours lead to a wholly satisfying destination.",NR,"Animation, Drama, Science Fiction & Fantasy",Jérémy Clapin,"Jérémy Clapin, Guillaume Laurant","Hakim Faris Hamza, Victoire Du Bois, Patrick d'Assumçao, Bellamine Abdelmalek, Deborah Grall",11/15/2019,11/29/2019,81,Netflix,Certified-Fresh,96,81,Upright,84,561,12,78,3
m/i_love_you_stupid,"I Love You, Stupid (Te quiero, Imbécil)","After losing his girlfriend and his job, Marcos' life is turned upside down, and then he meets Raquel.",,NR,"Comedy, Romance",Laura Mañá,"Abraham Sastre, Iván José Bouso","Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Alba Ribas Benaiges, Patricia Vico, Ernesto Alterio",,5/19/2020,,Netflix,Fresh,63,8,Spilled,58,12,0,5,3
m/ibiza,Ibiza,"Harper, a single 30-something New Yorker, lets loose on a business trip to Barcelona, leading to a flirty encounter with a famous DJ.","Ibiza settles into an amiable comedic groove enlivened by its talented stars, even if the end result is fittingly somewhat narratively hazy.",NR,"Comedy, Romance",Alex Richanbach,Lauryn Kahn,"Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Jordi Molla",5/25/2018,5/25/2018,94,Netflix,Fresh,67,24,Spilled,39,515,9,16,8
m/iboy,iBoy,A teenager (Bill Milner) wakes from a coma to discover that fragments from his broken smartphone have been embedded into his brain and turned him into an actualized app with super human powers.,"iBoy's original premise and Maisie Williams' strong performance aren't enough to overwrite a clichéd narrative, too-serious tone, and overall glitchy execution.",NR,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Adam Randall (II),"Joe Barton (VIII), Mark Denton, Jonny Stockwood","Bill Milner, Maisie Williams, Miranda Richardson, Rory Kinnear",1/27/2017,4/13/2017,91,Netflix,Fresh,69,13,Spilled,39,786,3,9,4
m/icarus_2017,Icarus,"When filmmaker Bryan Fogel sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller. Dirty urine, unexplained death and Olympic gold are all part of the exposure of the biggest scandal in sports history.","Icarus is eye-opening viewing for professional sports enthusiasts, yet it should also prove thoroughly gripping even for filmgoers who might not necessarily be drawn to the subject.",NR,Documentary,Bryan Fogel,"Bryan Fogel, Mark Monroe, Timothy Rode","Bryan Fogel, Grigory Rodchenkov",8/4/2017,8/4/2017,110,Netflix,Certified-Fresh,94,47,Upright,94,2461,18,44,3
m/imperial_dreams,Imperial Dreams,A reformed gangster's devotion to his family is tested when he is released from prison and returns to his old neighborhood.,,NR,Drama,Malik Vitthal,"Malik Vitthal, Ismet Prcic","De'aundre Bonds, Glenn Plummer, John Boyega, Keke Palmer, Rotimi",,5/23/2017,87,Netflix,Fresh,92,12,Upright,83,634,3,11,1
m/in_the_shadow_of_the_moon_2019,In the Shadow of the Moon,"In 1988, a police officer is hungry to become a detective and begins tracking a serial killer who resurfaces every nine years. But when the killer's crimes defy all scientific explanation, the officer's obsession threatens to destroy everything.","In the Shadow of the Moon isn't always successful at balancing its assorted elements, but its struggles may be diverting enough to warrant a stream.",NR,Drama,Jim Mickle,"Geoff Tock, Gregory Weidman","Boyd Holbrook, Michael C. Hall, Bokeem Woodbine, Cleopatra Coleman",,,115,Netflix,Rotten,58,52,Spilled,36,352,8,30,22
m/in_the_tall_grass_2019,In the Tall Grass,"A brother and sister enter a field of tall grass to rescue a boy, but they soon realize they cannot escape and something evil lurks in the grass.",A potentially intriguing premise is rapidly lost in the weeds during In the Tall Grass which struggles to stretch its slim source material to feature length.,NR,Mystery & Suspense,Vincenzo Natali,,"Patrick Wilson, Laysla De Oliveira, Harrison Gilbertson, Avery Whitted, Rachel Wilson, Will Buie Jr., Tiffany Helm",,10/18/2019,90,Netflix,Rotten,36,72,Spilled,33,748,10,26,46
m/into_the_inferno,Into the Inferno,"Werner Herzog and volcanologist Clive Oppenheimer travel the globe and visit volcanoes in Indonesia, Ethiopia and even North Korea in an attempt to understand man's relationship with one of nature's most violent wonders.",Into the Inferno finds director Werner Herzog observing some of the most beautiful -- and terrifying -- wonders of the natural world with his signature blend of curiosity and insight.,NR,Documentary,Werner Herzog,Werner Herzog,"Clive Oppenheimer, Werner Herzog, James Hammond",10/28/2016,4/9/2017,104,Netflix,Certified-Fresh,92,49,Upright,73,1013,12,45,4
m/irreplaceable_you,Irreplaceable You,"When Abbie is diagnosed with cancer, she embarks on a humorous mission to find a new love for Sam, her fiancé and best friend since childhood.",,NR,"Comedy, Drama, Romance",Stephanie Laing,Bess Wohl,"Gugu Mbatha-Raw, Michiel Huisman, Steve Coogan, Jacki Weaver, Christopher Walken, Kate McKinnon",2/16/2018,2/16/2018,96,Netflix,Rotten,32,19,Spilled,59,216,6,6,13
m/jen_kirkman_im_gonna_die_alone,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),,,NR,Comedy,Lance Bangs,Jen Kirkman,Jen Kirkman,,,,Netflix,Fresh,100,8,,,,2,8,0
m/jenny_slate_stage_fright,Jenny Slate: Stage Fright,,"Jenny Slate leans into her Stage Fright in a special that's raw, honest, and as overwhelmingly delightful as the comedian herself.",NR,Comedy,Gillian Robespierre,,Jenny Slate,,,,Netflix,Fresh,100,14,Spilled,48,127,5,14,0
m/jerry_before_seinfeld,Jerry Before Seinfeld,,"Jerry Before Seinfeld finds its star revisiting his earliest material on his hometown stage, offering appropriately familiar - yet still abundant - laughs along the way.",NR,Comedy,Michael Bonfiglio,Jerry Seinfeld,Jerry Seinfeld,,,,Netflix,Fresh,95,19,Upright,75,267,10,18,1
m/jerry_seinfeld_23_hours_to_kill,Jerry Seinfeld: 23 Hours to Kill,,"23 Hours to Kill misses the mark but still finds some funny in a special that's entertaining, if not always great.",NR,Comedy,Joe DeMaio,,Jerry Seinfeld,,,,Netflix,Fresh,75,16,Spilled,51,147,8,12,4
m/jim_and_andy_the_great_beyond_featuring_a_very_special_contractually_obligated_mention_of_tony_clifton,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton","Using 100 hours of footage from the set of ""Man on the Moon,"" filmmaker Chris Smith documents Jim Carrey's transformation into legendary performance artist and comedian Andy Kaufman.",Jim & Andy: The Great Beyond offers a fascinating behind-the-scenes glimpse of method acting in action -- and one star's journey toward something like personal acceptance.,NR,Documentary,Chris Smith,,,11/17/2017,11/17/2017,94,Netflix,Certified-Fresh,94,48,Upright,88,947,16,45,3
m/jim_gaffigan_cinco,Jim Gaffigan: Cinco,,,NR,Comedy,Jeannie Noth Gaffigan,"Jim Gaffigan, Jeannie Noth Gaffigan",Jim Gaffigan,,,73,Netflix,Fresh,83,6,,,,2,5,1
m/joan_didion_the_center_will_not_hold,Joan Didion: The Center Will Not Hold,Actor and director Griffin Dunne uses a treasure trove of archival footage to chronicle Joan Didion's influential career.,Joan Didion: The Center Will Not Hold pays tribute to an American literary legend with a richly personal perspective that should thrill devotees while enlightening newcomers.,NR,Documentary,Griffin Dunne,,"Amy Robinson, David Hare, Hilton Als, Phyllis Rifield, Vanessa Redgrave, Anna Wintour, Calvin Trillin, Susanna Moore",10/27/2017,10/28/2017,94,Netflix,Fresh,89,35,Upright,80,218,14,31,4
m/john_leguizamos_latin_history_for_morons,John Leguizamo's Latin History for Morons,,,NR,Documentary,Ben DeJesus,,John Leguizamo,,,,Netflix,Fresh,100,7,Upright,77,148,1,7,0
m/john_mulaney_kid_gorgeous_at_radio_city,John Mulaney: Kid Gorgeous at Radio City,,"John Mulaney incisively describes his own befuddlement with the modern world in this uproariously funny deconstruction of manners, relationships, and religion.",NR,Comedy,Alex Timbers,John Mulaney,John Mulaney,,,,Netflix,Certified-Fresh,100,20,Upright,89,142,12,20,0
m/john_mulaney_the_comeback_kid,John Mulaney: The Comeback Kid,,,NR,"Comedy, Television",Rhys Thomas,John Mulaney,"John Mulaney, Petunia, Amanda Walsh (VI)",,,,Netflix,Fresh,100,8,Upright,96,24,2,8,0
m/juanita_2019,Juanita,"Fed up with her life, a woman leaves her grown kids behind and hits the road in search of a fresh start.","Juanita's refreshing journey of self-actualization may lead to a predictable destination, but a sterling star turn by Alfre Woodard gives this sojourn an invaluable spark.",NR,Drama,Clark Johnson,Roderick M. Spencer,"Alfre Woodard, Blair Underwood, Adam Beach, Gil Birmingham, Ashlie Atkinson, Marcus Henderson",,3/15/2019,,Netflix,Fresh,81,16,Upright,65,104,5,13,3
m/judd_apatow_the_return,Judd Apatow: The Return,,,NR,Comedy,Marcus Raboy,Judd Apatow,Judd Apatow,,,,Netflix,Fresh,86,7,Spilled,51,41,3,6,1
m/justin_timberlake_the_tennessee_kids,Justin Timberlake + The Tennessee Kids,,,NR,"Documentary, Musical & Performing Arts",Jonathan Demme,,Justin Timberlake,,,,Netflix,Fresh,100,14,Upright,73,13,6,14,0
m/katt_williams_great_america,Katt Williams: Great America,,,NR,Comedy,,Katt Williams,Katt Williams,,3/9/2015,,Netflix,Fresh,80,5,Upright,62,45,1,4,1
m/ken_jeong_you_complete_me_ho,"Ken Jeong: You Complete Me, Ho",,,NR,Comedy,Jon M. Chu,,Ken Jeong,,,,Netflix,Rotten,38,8,,,,1,3,5
m/kevin_hart_irresponsible,Kevin Hart: Irresponsible,,,NR,Comedy,Leslie Small,,Kevin Hart,,4/2/2019,,Netflix,Fresh,100,6,,,,1,6,0
m/kevin_harts_guide_to_black_history,Kevin Hart's Guide to Black History,,,NR,"Comedy, Kids & Family",Tom Stern,"Brian Volk-Weiss, Evan White","Kevin Hart, Saniyya Sidney, Lil Rel Howery, Eoghan Thomas Murphy, Tiffany Haddish, Al Shearer, Lonnie Chavis, Alphonso McAuley, Nika Williams, Barry Brewer, Greg Germann, John Ennis, Jay Johnston",,2/11/2020,,Netflix,Fresh,80,5,Upright,67,45,1,4,1
m/kingdom_of_us,Kingdom of Us,Lucy Cohen follows a mother and her seven children as they experience the grief of their father's suicide. She records their hardships as they attempt to recover emotionally and financially.,,NR,Documentary,Lucy Cohen,,,10/13/2017,10/13/2017,109,Netflix,Fresh,100,8,Upright,82,118,0,8,0
m/klaus,Klaus,A desperate postman accidentally brings about the genesis of Santa Claus.,"Beautiful hand-drawn animation and a humorous, heartwarming narrative make Klaus an instant candidate for holiday classic status.",PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Sergio Pablos,"Jim Mahoney, Zach Lewis","Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso, Neda Margrethe Labba, Sergio Pablos, Norm Macdonald, Joan Cusack",11/8/2019,11/15/2019,98,Netflix,Certified-Fresh,94,67,Upright,97,2040,13,63,4
m/knock_down_the_house,Knock Down the House,"A young bartender in the Bronx, a coal miner's daughter in West Virginia, a grieving mother in Nevada, and a registered nurse in Missouri build a movement of insurgent candidates to challenge powerful incumbents in Congress. One of their races will become the most shocking political upsets in recent American history.","A galvanizing glimpse behind the scenes of a pivotal election, Knock Down the House should prove engrossing for viewers of all political persuasions.",PG,Documentary,Rachel Lears,"Rachel Lears, Robin Blotnick","Alexandria Ocasio-Cortez, Amy Vilela, Cori Bush, Paula Jean Swearengin",5/1/2019,5/1/2019,86,Netflix,Certified-Fresh,99,103,Spilled,20,2905,25,102,1
m/kodachrome_2018,Kodachrome,"Matt, a struggling executive, finds his world turned upside down when his estranged father's nurse shows up unexpectedly in his office. Matt's father, a famed bad-boy photojournalist, is facing terminal cancer and his dying wish is for Matt to join him on a road trip from New York to Kansas to process his last rolls of Kodachrome film before the sole remaining lab closes and those captured moments are gone forever.","Kodachrome gains richer hues due to Ed Harris' colorful performance, which is enough to enliven a solid if predictable father-son road trip drama.",NR,Drama,Mark Raso,Jonathan Tropper,"Jason Sudeikis, Ed Harris, Elizabeth Olsen, Gethin Anthony, Sebastian Pigott",,4/20/2018,100,Netflix,Fresh,70,50,Upright,69,601,15,35,15
m/lady_j,Lady J (Mademoiselle de Joncquières),A widow plans revenge on a notorious libertine.,"Deliciously decadent, Lady J is a surprisingly subversive romance with incredible production values.",NR,Drama,Emmanuel Mouret,Emmanuel Mouret,"Cécile De France, Édouard Baer, Alice Isaaz, Laure Calamy, Natalia Dontcheva",,3/15/2019,109,Netflix,Fresh,83,12,Upright,68,70,5,10,2
m/let_it_snow_2019,Let It Snow,A snowstorm brings a group of young people together.,"Comfortably cliché, Let It Snow wears its influences on its sleeve, but works anyway thanks an excellent ensemble and just the right amount of holiday cheer.",PG-13,"Comedy, Drama, Romance",Luke Snellin,Victoria Strouse,"Isabela Merced, Shameik Moore, Kiernan Shipka, Odeya Rush, Liv Hewson, Mitchell Hope, Jacob Batalon, Joan Cusack, Matthew Noszka, Anna Akana, Miles Robbins, D'Arcy Carden, Mason Gooding, Andrea De Oliveira, Victor Rivers",,11/8/2019,93,Netflix,Fresh,81,26,Spilled,45,377,2,21,5
m/life_overtakes_me,Life Overtakes Me,Refugee children in Sweden enter a coma-like state as they face deportation.,,NR,Documentary,"John Haptas, Kristine Samuelson",,,,6/14/2019,39,Netflix,Fresh,100,5,Upright,75,24,0,5,0
m/like_father_2018,Like Father,"Left at the altar, a young executive takes her Caribbean honeymoon cruise with the last person she ever expected -- her estranged father. Although they depart as strangers, they soon gain a new appreciation for love, life, family and each other.",Like Father unites an alarmingly talented cast for a predictable rom-com that does nothing to counter the negative stereotypes surrounding the genre.,NR,Comedy,Lauren Miller,Lauren Miller,"Kristen Bell, Kelsey Grammer, Seth Rogen",8/3/2018,8/3/2018,103,Netflix,Rotten,46,41,Spilled,46,544,16,19,22
m/live_twice_love_once,"Live Twice, Love Once (Vivir dos veces)",,,NR,"Comedy, Drama",María Ripoll,María Mínguez,"Oscar Martínez, Inma Cuesta, Mafalda Carbonell, Nacho López, Isabel Requena, Aina Clotet, Antonio Valero, María Zamora",,,,Netflix,Rotten,50,8,Upright,72,36,0,4,4
m/lost_girls_2020,Lost Girls,"Determined to find her missing daughter, a desperate woman launches a personal investigation that leads police to the unsolved cases of murdered sex workers.","Raw yet rewarding, Lost Girls overcomes uneven storytelling with powerful performances and a willingness to resist easy catharsis.",R,"Drama, Mystery & Suspense",Liz Garbus,"Michael Werwie, Robert Kolker, Michael Werwie","Amy Ryan, Thomasin McKenzie, Gabriel Byrne, Dean Winters, Lola Kirke, Kevin Corrigan, Oona Laurence",3/13/2020,3/13/2020,95,Netflix,Fresh,72,50,Spilled,52,279,13,36,14
m/louis_ck_2017,Louis C.K.: 2017,,"Though he switches up his attire for a more polished look, Louis C.K. remains controversial, addressing hot topics head on in this edgy and daring special.",NR,Comedy,Louis C.K.,Louis C.K.,Louis C.K.,,,,Netflix,Certified-Fresh,95,20,Upright,75,323,10,19,1
m/love_aaj_kal_2020,Love Aaj Kal,Reincarnation leads to a journey of love between two people.,,NR,"Art House & International, Drama, Romance",Imtiaz Ali,Imtiaz Ali,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Shweta Padda, R. Bhakti Klein",,2/14/2020,142,Netflix,Rotten,21,14,Spilled,29,55,1,3,11
m/love_wedding_repeat,Love Wedding Repeat,Jack tries to make sure his little sister has the perfect wedding day.,"Love Wedding Repeat takes the rough shape of beloved rom-coms from the past, but its beautiful setting and appealing cast can't compensate for a sodden story.",NR,"Comedy, Romance",Dean Craig,Dean Craig,"Sam Claflin, Olivia Munn, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa, Freida Pinto, Alexander Forsyth",,4/11/2020,100,Netflix,Rotten,32,66,Spilled,36,345,15,21,45
m/malevolent_2018,Malevolent,A brother-sister team that fabricates paranormal encounters for cash gets more than it bargains for when it takes a job in an estate with real paranormal activity.,,NR,Horror,Olaf de Fleur Johannesson,"Ben Ketai, Eva Konstantopoulos","Florence Pugh, Celia Imrie, Ben Lloyd-Hughes",,10/5/2018,88,Netflix,Rotten,38,8,Spilled,17,317,1,3,5
m/marc_maron_too_real,Marc Maron: Too Real,,,NR,Comedy,Lynn Shelton,,Marc Maron,,,,Netflix,Fresh,80,5,Upright,68,41,1,4,1
m/maria_bamford_old_baby,Maria Bamford: Old Baby,,"Maria Bamford delights with her distinct style and impressive onstage confidence, solidifying her status as a contemporary master of comedy.",NR,Comedy,Jessica Yu,Maria Bamford,Maria Bamford,,,,Netflix,Fresh,100,14,,,,6,14,0
m/marriage_story_2019,Marriage Story,A stage director and his actor wife struggle through a grueling divorce that pushes them to their limits.,"Observing a splintering union with compassion and expansive grace, the powerfully acted Marriage Story ranks among writer-director Noah Baumbach's best works.",R,Drama,Noah Baumbach,Noah Baumbach,"Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever, Azhy Robertson, Wallace Shawn, Martha Kelly, Mark O'Brien (IX), Mary Hollis Inboden, Kyle Bornheimer, Mickey Sumner, Albert Jones, Ayden Mayeri, Brooke Bloom, Roslyn Ruff, Hannah Dunne, Sandra Rosko, McKinley Belcher III, Amir Talai, Gideon Glick, George Todd McLachlan, Matthew Shear, Pilar Holland, Juan Alfonso, Sharmila Devar, Vinny Chhibber, Loretta Shenosky, Emily Cass McDonnell, Joey Courteau, Larissa Jewel, Alexandra Berardi, Sanai Elise",11/6/2019,12/6/2019,136,Netflix,Certified-Fresh,94,381,,85,184,48,359,22
m/mascots,Mascots,Sports mascots reveal the peculiarities of their ultra-competitive world as they pursue the highest honor in their field: the Gold Fluffy.,,NR,Comedy,Christopher Guest,"Christopher Guest, Jim Piddock","Jane Lynch, Parker Posey, Fred Willard, Ed Begley Jr., Christopher Guest, Christopher Moynihan, Zach Woods, Sandra Rosko, Jennifer Coolidge, John Michael Higgins, Bob Balaban, Harry Shearer",10/13/2016,5/23/2017,95,Netflix,Rotten,49,47,Spilled,36,667,15,23,24
m/may_the_devil_take_you,May the Devil Take You (Sebelum iblis menjemput),"Searching for answers to her father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.",,NR,Horror,Timo Tjahjanto,Timo Tjahjanto,"Chelsea Islan, Pevita Pearce",,11/15/2018,110,Netflix,Fresh,77,13,Spilled,57,121,0,10,3
m/mercury_13,Mercury 13,"Women train and test for space flight in 1961, but their dreams are dashed when only men are selected to become astronauts.",Mercury 13 offers yet another sobering example of how institutionalized sexism has thwarted countless dreams -- and held nations back from their full potential.,NR,Documentary,"David Sington, Heather Walsh",,,4/20/2018,4/20/2018,79,Netflix,Fresh,100,24,Upright,77,201,4,24,0
m/michael_boltons_big_sexy_valentines_day_special,"Michael Bolton's Big, Sexy Valentine's Day Special",,,NR,"Comedy, Musical & Performing Arts","Scott Aukerman, Akiva Schaffer",Scott Aukerman,"Michael Bolton, Michael Sheen, Andy Samberg, Sarah Silverman, Maya Rudolph, Will Forte, Chris Parnell, Fred Armisen, Casey Wilson",,,,Netflix,Fresh,100,5,Upright,62,74,3,5,0
m/michael_che_matters,Michael Che Matters,,,NR,Comedy,Osmany Rodriguez,,Michael Che,,,,Netflix,Fresh,100,5,Upright,83,6,3,5,0
m/michelle_wolf_joke_show,Michelle Wolf: Joke Show,,,NR,Comedy,Lance Bangs,,Michelle Wolf,,,,Netflix,Fresh,100,8,Spilled,58,69,4,8,0
m/mike_birbiglia_my_girlfriends_boyfriend,Mike Birbiglia: My Girlfriend's Boyfriend,,,NR,"Comedy, Television",Seth Barrish,,Mike Birbiglia,9/4/2013,,75,Netflix,Fresh,100,6,,,,3,6,0
m/mike_birbiglia_thank_god_for_jokes,Mike Birbiglia: Thank God for Jokes,,,NR,Comedy,"Seth Barrish, Mike Birbiglia",,Mike Birbiglia,,,,Netflix,Fresh,100,8,Upright,77,50,2,8,0
m/mike_birbiglia_the_new_one,Mike Birbiglia: The New One,,,NR,Comedy,Seth Barrish,,Mike Birbiglia,,,,Netflix,Fresh,100,5,Upright,88,42,1,5,0
m/mirage_2019,Mirage (Durante la tormenta),,,NR,"Art House & International, Drama, Mystery & Suspense, Science Fiction & Fantasy",Oriol Paulo,"Lara Sendim, Oriol Paulo","Adriana Ugarte, Chino Darín, Nora Navas, Ruth Llopis, Aina Clotet, Miquel Fernández, Álvaro Morte, Francesc Orella, Javier Gutiérrez, Albert Pérez, Silvia Alonso, Clara Segura, Mima Riera",,,,Netflix,Fresh,75,8,Upright,73,271,1,6,2
m/miss_americana,Miss Americana,Pop singer Taylor Swift reveals intimate details of her life while showcasing backstage and onstage concert footage.,Miss Americana provides an engaging if somewhat deliberately opaque backstage look at a pop star turned cultural phenomenon.,NR,Documentary,Lana Wilson,,Taylor Swift,1/31/2020,1/31/2020,86,Netflix,Certified-Fresh,91,91,Upright,91,4366,21,83,8
m/mowgli_legend_of_the_jungle,Mowgli: Legend of the Jungle,"Human child Mowgli is raised by a wolf pack in the jungles of India. As he learns the often harsh rules of the jungle, under the tutelage of a bear named Baloo and a panther named Bagheera, Mowgli becomes accepted by the animals of the jungle as one of their own, but the fearsome tiger Shere Khan doesn't take a liking to him. But there may be greater dangers lurking in the jungle, as Mowgli comes face to face with his human origins.","Mowgli: Legend of the Jungle brings impressive special effects to bear on the darker side of its classic source material, but loses track of the story's heart along the way.",PG-13,"Action & Adventure, Animation, Drama",Andy Serkis,Callie Kloves,"Rohan Chand, Andy Serkis, Cate Blanchett, Benedict Cumberbatch, Christian Bale, Naomie Harris, Jack Reynor, Peter Mullan, Eddie Marsan, Tom Hollander, Matthew Rhys, Freida Pinto",11/29/2018,12/7/2018,105,Netflix,Rotten,53,104,Spilled,51,1855,23,55,49
m/mrs_serial_killer,Mrs. Serial Killer,"When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",,NR,"Art House & International, Drama",Shirish Kunder,,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina",,5/2/2020,106,Netflix,Rotten,17,12,Spilled,54,52,0,2,10
m/mudbound,Mudbound,"Laura McAllan is trying to raise her children on her husband's Mississippi Delta farm, a place she finds foreign and frightening. In the midst of the family's struggles, two young men return from the war to work the land. Jamie McAllan, Laura's brother-in-law, is everything her husband is not - charming and handsome, but he is haunted by his memories of combat. Ronsel Jackson, eldest son of the black sharecroppers who live on the McAllan farm, now battles the prejudice in the Jim Crow South.","Mudbound offers a well-acted, finely detailed snapshot of American history whose scenes of rural class struggle resonate far beyond their period setting.",R,Drama,Dee Rees,"Dee Rees, Virgil Williams","Carey Mulligan, Jason Clarke, Mary J. Blige, Rob Morgan, Garrett Hedlund, Jonathan Banks",11/17/2017,11/17/2017,134,Netflix,Certified-Fresh,97,197,Upright,85,5833,42,191,6
m/murder_mystery,Murder Mystery,A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage. A chance encounter leads to them being framed for the murder of an elderly billionaire.,Murder Mystery reunites Jennifer Aniston and Adam Sandler for a lightweight comedy that's content to settle for merely mediocre.,PG-13,"Comedy, Mystery & Suspense",Kyle Newacheck,James Vanderbilt,"Adam Sandler, Jennifer Aniston, Luke Evans, Gemma Arterton, Dany Boon, Olafur Darri Olafsson, Terence Stamp, Luis Gerardo Méndez, David Walliams, Adeel Akhtar, John Kani, Shioli Kutsuna, Jackie Sandler",,6/14/2019,97,Netflix,Rotten,43,67,Spilled,42,1007,12,29,38
m/murder_to_mercy_the_cyntoia_brown_story,Murder to Mercy: The Cyntoia Brown Story,,,NR,Documentary,Daniel H. Birman,,,,,,Netflix,Fresh,79,14,Spilled,46,35,5,11,3
