rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/monsters_inc,"Monsters, Inc.","Monsters Incorporated is the largest scare factory in the monster world, and James P. Sullivan (John Goodman) is one of its top scarers. Sullivan is a huge, intimidating monster with blue fur, large purple spots and horns. His scare assistant, best friend and roommate is Mike Wazowski (Billy Crystal), a green, opinionated, feisty little one-eyed monster. Visiting from the human world is Boo (Mary Gibbs), a tiny girl who goes where no human has ever gone before.","Clever, funny, and delightful to look at, Monsters, Inc. delivers another resounding example of how Pixar elevated the bar for modern all-ages animation.",G,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy","Pete Docter, David Silverman, Lee Unkrich","Andrew Stanton, Daniel Gerson","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Bob Peterson, John Ratzenberger, Frank Oz, Daniel Gerson, Steve Susskind, Bonnie Hunt, Jeff Pidgeon",11/2/2001,10/20/2013,92,Disney/Pixar,Certified-Fresh,96,196,Upright,90,1254638,46,188,8
m/monsters_university,Monsters University,"Ever since he was a kid monster, Mike Wazowski (Billy Crystal) has dreamed of becoming a Scarer. To make his dream a reality, he enrolls at Monsters University. During his first semester, he meets Sulley (John Goodman), a natural-born Scarer. Sulley and Mike engage in a fierce rivalry that ultimately gets them both kicked out of MU's elite Scare Program. To make things right, Mike and Sulley -- along with a bunch of misfit monsters -- will have to learn to work together.","Offering Monsters, Inc. fans a return visit with beloved characters, Monsters University delivers funny and thoughtful family entertainment for viewers of any age.",G,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy",Dan Scanlon,"Daniel Gerson, Robert L. Baird, Dan Scanlon","John Goodman, Helen Mirren, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Alfred Molina, Tyler Labine, Nathan Fillion, Aubrey Plaza, Bobby Moynihan, Noah Johnston, Julia Sweeney, Bonnie Hunt, John Krasinski, Bill Hader, Beth Behrs, Bob Peterson, John Ratzenberger, Randy Newman, Billy Crystal, Steve Buscemi",6/21/2013,8/31/2016,102,Walt Disney Pictures,Certified-Fresh,80,202,Upright,81,305490,49,161,41
m/morning_light,Morning Light,"Fifteen young men and women prepare for the adventure of their lives when they enter the TRANSPAC, one of the world's most prestigious open-ocean sailing competitions. They begin their training in Hawaii with world-class teachers, but it is the race itself, a 2,300-mile ordeal featuring top professionals, that molds them into a cohesive whole.","Breathtaking scenery aside, Morning Light is geared more for the sailing enthusiasts than for the average viewers.",PG,"Documentary, Sports & Fitness",Mark Monroe,Mark Monroe,"Chris Branning, Graham Brant-Zawadzki, Chris Clark, Charlie Enright, Piet van Os, Chris Welch, Jesse Fielding, Robbie Kane, Kit Will, Steve Manson, Jeremy Wilmot, Chris Schubert, Patrick Warburton, Kate Theisen, Mark Towill, Genny Tulloch, Pieter van Os",10/17/2008,8/10/2016,100,Walt Disney Pictures,Rotten,33,33,Spilled,50,367,15,11,22
m/mr_magoo,Mr. Magoo,Government agents and a beautiful thief (Kelly Lynch) pursue a myopic millionaire (Leslie Nielsen) who unknowingly possesses a valuable gem.,"Leslie Nielsen's affability can't save this dunderheaded update of Mr. Magoo, which delivers a stream of slapstick gags so lame that audiences will feel like they've stepped on a rake.",PG,"Comedy, Kids & Family",Stanley Tong,"Pat Proft, Tom Sherohman","Leslie Nielsen, Kelly Lynch, Matt Keeslar, Nick Chinlund, Stephen Tobolowsky, Ernie Hudson, Jennifer Garner, Malcolm McDowell, Miguel Ferrer, L. Harvey Gold, Art Irizawa, John Tierney, Terence Kelly, Rick Burgess, Jerry Wasserman, Bill Dow, Frank C. Turner, Monique Rusu, Robert Metcalfe, Danny Steele, Dolores Drake, Claire Riley, Pat Waldron, Michael Puttonen, Pamela Diaz, Chancz Perry, Marke Driesschen, Shawn MacDonald, Brenda McDonald, Joseph E. Davies, Shaun MacDonald, David Neale, Carrie Cain Sparks, Kristie Yzerman, Yvette Jackson, Dan Redford, Kelly Kay, Tara Mead, Kirk Coatte, David Mylrea",12/25/1997,3/1/2016,87,Walt Disney Productions,Rotten,7,30,Spilled,24,35945,10,2,28
m/mulan_ii,Mulan II,"When Mulan (Ming-Na) accepts General Shang's (B.D. Wong) marriage proposal, her guardian, Mushu (Mark Moseley), fears that he will lose his place in her life as she is accepted into Shang's family. Meanwhile, the Emperor asks Mulan and her fiancé to accompany three princesses to meet their future spouses in a distant territory. During the course of their dangerous journey through China, Mushu attempts to break up the young couple, and unlikely relationships flourish.",,G,"Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts","Darrell Rooney, Lynne Southerland",Roger S.H. Schulman,"Ming-Na Wen, Harvey Fierstein, Mark Moseley, Jillian Henry, B.D. Wong, Lucy Liu, Michelle Kwan, Noriyuki 'Pat' Morita, Sandra Oh, Mark Moseley, Gedde Watanabe, Donny Osmond, Lea Salonga, Jerry Tondo, Freda Foh Shen, George Takei, Lauren Tom",1/1/2003,7/1/2016,79,Walt Disney Productions,Rotten,0,5,Spilled,42,52269,0,0,5
m/muppets_most_wanted,Muppets Most Wanted,"Dominic Badguy (Ricky Gervais), the Muppets' new manager, convinces the gang to embark on a world tour. Kermit the Frog doubts that it's a good idea -- a feeling that's proven right when look-alike Constantine escapes from prison, takes Kermit's place, and lands Miss Piggy's sweetie in a Siberian prison. While the frog tries to convince his captors of his true identity, Constantine and Dominic are free to carry out their plan to steal London's crown jewels.","While it may not reach the delirious heights of The Muppets, Muppets Most Wanted still packs in enough clever gags, catchy songs, and celebrity cameos to satisfy fans of all ages.",PG,"Comedy, Kids & Family",James Bobin,"James Bobin, Nicholas Stoller","Ricky Gervais, Tina Fey, Ty Burrell, Ray Liotta, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz, Hugh Bonneville, William Brand, Andrés Cantor, Jemaine Clement, Kenneth Collard, Salma Hayek, Ross Lynch, Aleksandar Mikic, Fleur Poad, Saoirse Ronan, Til Schweiger, Russell Tovey, Danny Trejo, Stanley Tucci",3/21/2014,8/12/2014,106,Walt Disney Pictures,Certified-Fresh,80,199,Spilled,58,65051,45,159,40
m/my_favorite_martian,My Favorite Martian,"Ambitious television reporter Tim O'Hara (Jeff Daniels) stumbles upon a martian (Christopher Lloyd) whose spaceship has accidentally crashed on Earth. Thinking this is his ticket to a Pulitzer Prize, Tim makes plans to expose the martian, who, posing as Tim's Uncle Martin, takes human form and has plans of his own. In fact, all of Tim's efforts to divulge the truth are systematically thwarted by the resourceful alien, who ultimately recruits Tim to help him repair his ship for a return to Mars.","Loud, effects-ridden comedy with no real humor.",PG,"Comedy, Kids & Family, Science Fiction & Fantasy",Donald Petrie,"Sherri Stoner, Sheri Stoner, Deanna Oliver","Christopher Lloyd, Jeff Daniels, Elizabeth Hurley, Wallace Shawn, Daryl Hannah, Christine Ebersole, Michael Lerner, Ray Walston, Steve Bond, Shelley Malil, David St. James, Frank Welker, Jean-Luc Martin, Wayne Knight, Jeremy Hotz, T.K. Carter, Dawn Maxey, Steven Anthony Lawrence, Michael Chieffo, Troy Evans, Arthur Senzy, Charles Chun, Michael Dempsey, Dee Anne Helsel, Joe Garrett, Lorin McRaley, Ken Thorley, Tom Hallick, Barry Pearl, Buck Kartalian, Sylvester 'Bear' Terkay, Michael Bailey Smith, Christian Keiber, Richard Kleber, Debra Christofferson, Howard H. Ross, Allan Kolman, Pamela Gordon, Robert Rigamonti, Beau Billingslea, Robert Michael Adler, Frank Cavestani",2/12/1999,7/8/2016,93,Walt Disney Productions,Rotten,12,42,Spilled,30,51809,10,5,37
m/need_for_speed,Need For Speed,"Tobey Marshall (Aaron Paul), a mechanic, races muscle cars in an underground circuit. Struggling to keep his business afloat, he reluctantly partners with wealthy but treacherous Dino Brewster (Dominic Cooper). However, Dino frames Tobey for a crime that sends him to prison. Two years later, Tobey is out and bent on revenge; his only chance to take down Dino is to beat him in a high-stakes race. But to get there in time, he must successfully evade an army of cops and bounty hunters.","With stock characters and a preposterous plot, this noisily diverting video game adaptation fulfills a Need for Speed and little else.",PG-13,Action & Adventure,Scott Waugh,"John Gatins, George Gatins","Aaron Paul, Imogen Poots, Dominic Cooper, Scott ""Kid Cudi"" Mescudi, Ramon Rodríguez, Rami Malek, Harrison Gilbertson, Dakota Johnson, Michael Keaton, Stevie Ray Dallimore, Alan Pflueger, Brian L. Keaulana, Logan Holladay, Carmela Zumbado, Jalil Lynch, Nick Chinlund, Chad Randall, Buddy Joe Hooker, Richard Lee Rutherford, Tony Brakohiapa, Brent Fletcher, Paul Dallenbach, Kanin J. Howell, Beth Weisenburger, E. Roger Mitchell, Antoni Corone, Frank Brennan, Tara Jones, Han Soto, Jill Jane Clements, Rick Shuster, John Gatins, Kerry Gatins, Adora Dei, Charles Black, Tierre Turner, Mike Smith, Tim Gilbert, Tommy Rosales Jr., Jacki Hill, Chloe Warren, Chelsea Small",3/14/2014,11/22/2015,130,Walt Disney Studios,Rotten,22,185,Spilled,57,59549,41,41,144
m/never_cry_wolf,Never Cry Wolf,"Research scientist Tyler (Charles Martin Smith) is sent to the desolate Canadian tundra to find out whether the local wolf population is responsible for decimating Canada's caribou herds. Helped by Ootek (Zachary Ittimangnaq), a local Inuit native, Farley manages to establish an observation post and, while braving the harsh climate, begins to study a family of wolves, as well as the caribou. He eventually determines that the greatest danger to the caribou doesn't move on four legs.",,PG,"Action & Adventure, Drama",Carroll Ballard,"Richard Kletter, Curtis Hanson, Sam Hamm","Charles Martin Smith, Brian Dennehy, Zachary Ittimangnaq, Samson Jorah, Hugh Webster, Martha Ittimangnaq, Tom Dahlgren, Walker Stuart",1/1/1983,3/22/2016,106,Disney,Fresh,100,19,Upright,83,5155,5,19,0
m/night_crossing,Night Crossing,"Two men (John Hurt, Beau Bridges) and their families escape from East to West Germany in a colorful homemade hot-air balloon.",,PG,"Action & Adventure, Art House & International, Drama",Delbert Mann,John McGreevey,"John Hurt, Jane Alexander, Glynnis O'Connor, Ian Bannen, Doug McKeon, Keith McKeon, Beau Bridges, Geoffrey Liesik, Michael Liesik, Anne Stallybrass, Matthew G. Taylor, Günter Meisner, Klaus Lowitsch, Sky du Mont, Jan Niklas, Kay Walsh, Carola Höhn, Carola Hoehn, Irene Prador, Jan-Paul Biczycki, Osman Ragheb, Ursula Ludwig, Katharina Seyferth, James W. Gavin",2/5/1982,3/27/2016,106,Walt Disney Productions,Fresh,80,5,Upright,65,1220,0,4,1
m/north_avenue_irregulars,The North Avenue Irregulars,Treasury agents help a minister (Edward Herrmann) and his ladies auxiliary go under cover against organized crime.,,G,"Comedy, Drama, Kids & Family",Bruce Bilson,Don Tait,"Edward Herrmann, Barbara Harris, Susan Clark, Karen Valentine, Cloris Leachman, Michael Constantine, Ruth Buzzi, Patsy Kelly, Douglas Fowley, Virginia Capers, Steve Franken, Dena Dietrich, Dick Fuchs, Herb Voland, Alan Hale Jr., Melora Hardin, Bobby Rolofson, Frank Campanella, Ivor Francis, Louisa Moritz, Marjorie Bennett, Ceil Cabot, Cliff Osmond, Carl Ballantine, Damon Bradley Raskin, Linda Lee Lyons, John Kerry, Dave Morick, Darrow Igus, Dennis Robertson, Ed McCready, Dave Ketchum, John Wheeler, David Rode, Mickey Morton, Pitt Herbert, Chuck Henry, Rickie Layne, Jack Perkins, Tom Pedi, Bill McLean, Roger Creed, Walt LaRue, Jack Griffin, Joan Hackett, Len Ross, Douglas Hume, Gary Morgan, Jack Cameron-White, Lloyd Michael Williams, Kim Bullard",2/9/1979,8/7/2015,99,Walt Disney Productions,Fresh,78,9,Upright,79,1079,0,7,2
m/one_magic_christmas,One Magic Christmas,"Ginny (Mary Steenburgen) has a difficult time mustering Christmas spirit due to her husband Jack's (Gary Basaraba) unemployment and her humble position as a grocery store clerk. With the holiday fast approaching, Ginny and Jack's daughter, Abbie (Elizabeth Harnois), goes to deliver her letter to Santa. On her way, Abbie meets Gideon, an angel intent on saving Christmas from Ginny's poor attitude. With Gideon's magical assistance, Ginny learns how things could be much worse.",,G,"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy",Phillip Borsos,"Thomas Meehan, Phillip Borsos","Harry Dean Stanton, Mary Steenburgen, Gary Basaraba, Arthur Hill, Elisabeth Harnois, Wayne Robson, Jan Rubes, Elias Koteas, Robbie Magwood, Michelle Meyrink, Sarah Polley, Graham Jarvis, Timothy Webber, Joy Thompson-Allen, John Friesen, Debra McGrath, Julie Beaulieu, Ken Pogue, Jeremy Dingle, Jane Schoettle, Damir Andrei, Amah Harris, Rita Tuckett, Geremy Dingle, Sam Malkin, Garreth Bennett, John E. Johnson, Alf Humphreys, Gary Bush, Robin McCulloch, Robert King, Rodger Barton, Genevieve Appleton",11/22/1985,12/17/2015,88,Walt Disney Productions,Rotten,47,17,Upright,69,4855,4,8,9
m/onward,Onward,"Teenage elf brothers Ian and Barley embark on a magical quest to spend one more day with their late father. Like any good adventure, their journey is filled with cryptic maps, impossible obstacles and unimaginable discoveries. But when dear Mom finds out her sons are missing, she teams up with the legendary manticore to bring her beloved boys back home.","It may suffer in comparison to Pixar's classics, but Onward makes effective use of the studio's formula -- and stands on its own merits as a funny, heartwarming, dazzlingly animated adventure.",PG,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",Dan Scanlon,"Keith Bunin, Jason Headley, Dan Scanlon","Tom Holland (II), Chris Pratt, Octavia Spencer, Julia Louis-Dreyfus, John Ratzenberger, Mel Rodriguez, Lena Waithe, Ali Wong, Grey Griffin, Tracey Ullman, George Psarras",3/6/2020,3/6/2020,103,Disney/Pixar,Certified-Fresh,88,324,,95,8609,40,285,39
m/oz_the_great_and_powerful,Oz the Great and Powerful,"When shady circus magician Oscar Diggs (James Franco) is hurled away from Kansas into the wonderful land of Oz, he thinks that fame and fortune are his for the taking. However, three witches -- Theodora (Mila Kunis), Evanora (Rachel Weisz) and Glinda (Michelle Williams) -- remain unconvinced that Oscar is the great wizard that the inhabitants of Oz need and expect. Reluctantly drawn into Oz's epic problems, Oscar must find out who is good and who is evil before it's too late.","It suffers from some tonal inconsistency and a deflated sense of wonder, but Oz the Great and Powerful still packs enough visual dazzle and clever wit to be entertaining in its own right.",PG,"Action & Adventure, Drama, Science Fiction & Fantasy",Sam Raimi,"Mitchell Kapner, David Lindsay-Abaire","James Franco, Mila Kunis, Rachel Weisz, Zach Braff, Bill Cobbs, Joey King, Tony Cox, Stephen R. Hart, Abigail Spencer, Bruce Campbell, Ted Raimi, Tim Holmes, Toni Wynne, Rob Crites, William Dick, Gene Jones, John Lord Booth III, Suzanne Keilly, Shannon Murray, Ralph Lister, John Michael Manfredi, Robert Stromberg, Channing Pierce, Brian Searle, Russell Bobbitt, Julie Gershenson, Daniel Nelson, T.J. Jagodowski, John Paxton, Melissa Exelberth, Steve Forbes, Arnold Agee, Deborah Puette, Julius Kline, Theresa Tilly, Betsy Baker, Ellen Sandweiss, Isabella Shepard, Sasha Reynolds, Ja'vonne Cousin, Victoria Lurz, Dashiell Raimi, Oliver Raimi, Brandon Hamilton, Stevie ""Puppet"" Lee, Martin Klebba, Danielle Ragland, Bart McCarthy, Timothy Patrick Quill, Nicholas Lindsay-Abaire, Bill E. Rogers, Mia Serafino, Mikayla Bouchard, Emma Raimi, Jay Schwalm, Jim Bird, Chester Guilmet, Jim Moll, Dan Hicks, Lanika Wise, Nellie Ann Pristine-Lowery, Jayne Violassi, Wendy Cutler, Kenneth D. Ciszewski, Bob Buck",3/8/2013,11/23/2015,130,Walt Disney Pictures,Rotten,57,269,Spilled,56,292995,53,154,115
m/petes_dragon_2016,Pete's Dragon,"Mr. Meacham (Robert Redford), a woodcarver, delights local children with stories of a mysterious dragon that lives deep in the woods of the Pacific Northwest. His daughter Grace (Bryce Dallas Howard) believes these are just tall tales, until she meets Pete (Oakes Fegley), a 10-year-old orphan who says he lives in the woods with a giant, friendly dragon. With help from a young girl named Natalie (Oona Laurence), Grace sets out to investigate if this fantastic claim can be true.","Pete's Dragon continues Disney's current live-action winning streak with an update that gives the original a visual overhaul without overwhelming its sweet, soulful charm.",PG,Kids & Family,David Lowery,"David Lowery, Toby Halbrooks, Malcolm Marmorstein","Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence, Wes Bentley, Karl Urban, Isiah Whitlock Jr., Marcus Henderson, Aaron Jackson, Phil Grieve, Steven Barr, Keegan Carr Fransch, Jade Valour, Augustine Frizzell, Francis Biggs, Jasper Putt, Esmee Myers, Gareth Reeves, Levi Alexander, Jim McLarty, Brandie Stephens, Josephine Stephens, Tai McKenzie, Tai Mackenzie, Ian Harcourt, Mia Thomas, Ruby Acevedo, Oliver Neil, James Allcock, Annabelle Malaika Suess, Annabelle Malaika Suess, Olly Presling, Jenesis Au-Yeung, Daria Ponomaryova, Bukhosi Ngwenya, William J. Rawbone, Fraser McLeod, Richard Falkner, Jason Fitch, David J. Muzzerall, Geoffrey Naylor, Toby Halbrooks, Jade Healy, John Kassir",8/12/2016,11/29/2016,103,Walt Disney Pictures,Certified-Fresh,88,241,Upright,72,37163,44,213,29
m/phenomenon,Phenomenon,"On his birthday, mechanic George Malley (John Travolta) sees a flash of light and proceeds to exhibit extraordinary mental abilities. He becomes a genius, even showing an ability to move objects with his mind. George wishes to help people, but the government wants to take him in for observation. Soon, George finds out from Dr. Brunder (Robert Duvall) that he has a massive brain tumor. With this new knowledge, George decides to spend his time with girlfriend Lace (Kyra Sedgwick).",,PG,"Drama, Science Fiction & Fantasy",Jon Turteltaub,Gerald DiPego,"John Travolta, Kyra Sedgwick, Forest Whitaker, Jeffrey DeMunn, Robert Duvall, Richard Kiley, Brent Spiner, Vyto Ruginis, Bruce A. Young, Michael Milhoan, Sean O'Bryan, David Gallagher, Ashley Buccille, Tony Genaro, Elisabeth Nunziato, Mark Valim, Troy Evans, Ellen Geer, James Keane, Susan Merson, James Cotton, Tony A. Mattos, Anni Long, Mark Soper, Daniel Zacapa, Justin DiPego, Cab Covay, Jewel Benedict, Carl Parker, Tom Fridley, Richard Gross, Beth Kennedy, Mariann V. Carothers, Isaac Reiswig, Claudia Crespin, Michael Forner, Joseph A. Nicosia, Dan Partain, Betsy Berryhill, Jack Chouchanian, Sage Callaway, Eric G. Tignini, Eric Tignini, Will Prater",7/5/1996,8/10/2016,124,Disney,Rotten,50,36,Spilled,59,101868,8,18,18
m/phineas_and_ferb_the_movie_across_the_2nd_dimension,Phineas and Ferb the Movie: Across the 2nd Dimension,"Along with their pet platypus (Dee Bradley Baker), stepbrothers Phineas (Vincent Martella) and Ferb battle evil Dr. Doofenshmirtz.",,G,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy","Dan Povenmire, Robert Hughes","Dan Povenmire, Jeff 'Swampy' Marsh, Jon Colton Barry","Vincent Martella, Thomas Sangster, Dee Bradley Baker, Ashley Tisdale, Mitchel Musso, Alyson Stoner, Caroline Rhea, Richard O'Brien, Dan Povenmire, Jeff 'Swampy' Marsh, Maulik Pancholy",8/5/2011,8/31/2016,90,Walt Disney Pictures,Fresh,100,5,Upright,79,1052,2,5,0
m/piglets_big_movie,Piglet's Big Movie,"In this animated feature, Piglet (John Fiedler) is the smallest of all his friends, which doesn't account for his big heart and bold attitude. But, try as he might, Piglet cannot convey his personality to his friends -- not even to Winnie the Pooh (Jim Cummings) ! Piglet becomes fed up after being excluded from a honey-thieving scheme, so strikes out on his own to do some thinking. But when Piglet's friends discover he's missing, the only clue they have to go on is a scrapbook he left behind.",Wholesome and charming entertainment for young children.,G,"Animation, Kids & Family, Musical & Performing Arts","Kathryn Bigelow, Francis Glebas","Mark Boal, Brian Hohlfeld","Chris Chalk, Mason Alban, Ken Sansom, Bennett Deady, Andrea Eversley, Michael Jibrin, Daniel Washington, Tokunbo Joshua Olumide, Khris Davis, Amari Cheatom, Tyler James Williams, Laz Alonso, Benz Veal, Jacob Latimore, Ben O'Toole, Jack Reynor, Dennis Staroselsky, Darren Goldstein, John Boyega, Andre Stojka, Kath Soucie, Peter Cullen, Tom Wheatley",3/21/2003,5/5/2017,75,Walt Disney Pictures,Certified-Fresh,70,77,Upright,64,9659,26,54,23
m/pirates_of_the_caribbean_dead_men_tell_no_tales,Pirates of the Caribbean: Dead Men Tell No Tales,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",Pirates of the Caribbean: Dead Men Tell No Tales proves that neither a change in directors nor an undead Javier Bardem is enough to drain this sinking franchise's murky bilge.,PG-13,"Action & Adventure, Drama","Espen Sandberg, Joachim Rønning",Jeff Nathanson,"Johnny Depp, Orlando Bloom, Kaya Scodelario, Javier Bardem, Geoffrey Rush, Brenton Thwaites, David Wenham, Stephen Graham, Golshifteh Farahani, Kevin McNally, Martin Klebba, Mahesh Jadu, Jessica Green (XIII), Adam Brown, Mark Preston, Goran D. Kleut, Zoe Ventoura",5/26/2017,7/10/2017,123,Walt Disney Pictures,Rotten,29,285,Upright,61,130786,45,83,202
m/pirates_of_the_caribbean_on_stranger_tides,Pirates of the Caribbean: On Stranger Tides,"The checkered past of Capt. Jack Sparrow (Johnny Depp) catches up to him when he encounters Angelica (Penélope Cruz), a beautiful pirate that Jack once loved then left. Angelica forces him to accompany her to the Queen Anne's Revenge, the ship of the notorious Blackbeard (Ian McShane). Accompanied by a zombie crew, the trio sets sail to find the legendary Fountain of Youth. However, Jack's rival, Barbossa (Geoffrey Rush), also seeks the fountain, as does a ship from Spain.","It's shorter and leaner than the previous sequel, but this Pirates runs aground on a disjointed plot and a non-stop barrage of noisy action sequences.",PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy","Dariusz Wolski, Rob Marshall","Rob Marshall, Terry Rossio, Ted Elliott","Johnny Depp, Penelope Cruz, Ian McShane, Geoffrey Rush, Kevin McNally, Sam Claflin, Astrid Bergès-Frisbey, Stephen Graham, Keith Richards (II), Richard Griffiths, Greg Ellis, Damian O'Hare, Oscar Jaenada, Anton Lesser, Roger Allam, Judi Dench, Christopher Fairbank, Paul Bazely, Bronson Webb, Richard Thomson, Yuki Matsuzaki, Robbie Kay, Steve Evets, Deobia Oparei, Gemma Ward, Sebastian Armesto, Juan Carlos Vellido, Tristan Laurence Perez, Norberto Moran, Gerard Monaco, Tyrone Lopez, Luke Roberts, Daniel Ings, Emilia Jones, Patrick Kennedy, Jody Halse, Clifford Rose, Paul Hunter, Jorgelina Guadalupe Airaldi, Brea Berrett, Toni Busker, Sanya Hughes, Antoinette Nikprelaj, Derek Mears, Danny Le Boyer, Kitt Barrie, Stephen Morphew, Alan Utley-Moore",5/20/2011,8/7/2015,136,Walt Disney Pictures,Rotten,33,277,Spilled,54,199739,52,91,186
m/planes,Planes,"Dusty is a small-town plane who dreams of one day competing as a high-flying air racer. However, poor Dusty has two strikes against him: He's not built for racing, and he's terribly afraid of heights. To achieve his dream, Dusty turns to naval aviator Skipper. Skipper helps Dusty qualify to take on Ripslinger, the race circuit's defending champion. Dusty's courage faces the ultimate test, as he takes aim at heights he never dreamed were possible.","Planes has enough bright colors, goofy voices, and slick animation to distract some young viewers for 92 minutes -- and probably sell plenty of toys in the bargain -- but on nearly every other level, it's a Disney disappointment.",PG,"Animation, Comedy, Kids & Family",Klay Hall,Jeffrey M. Howard,"Diogo Morgado, Manuel Marques, Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher, Julia Louis-Dreyfus, Priyanka Chopra, John Cleese, Cedric the Entertainer, Carlos Alazraqui, Roger Craig Smith, Anthony Edwards, Val Kilmer, Sinbad, Gabriel Iglesias, Brent Musberger, Colin Cowherd, Danny Mann, Oliver Kalkofe, John Ratzenberger, Klay Hall",8/9/2013,11/22/2015,92,Walt Disney Pictures,Rotten,25,122,Spilled,49,72053,31,31,91
m/planes_fire_and_rescue,Planes: Fire And Rescue,"Dusty (Dane Cook), the famous racing airplane, learns that his engine is damaged, so he must shift gears and find a new career. He joins an elite corps of firefighting aircraft devoted to protecting historic Piston Peak National Park. When a massive wildfire threatens the park, Dusty -- with the help of his fearless colleagues Blade Ranger, Lil' Dipper (Julie Bowen), Windlifter, Cabbie and the Smokejumpers -- learns what it takes to become a real hero.","Although it's too flat and formulaic to measure up against the best family-friendly fare, Planes: Fire and Rescue is a passable diversion for much younger viewers.",PG,"Animation, Kids & Family",Robert Gannaway,"Jeffrey Howard, Robert Gannaway, Jeffrey M. Howard","Anne Meara, Danny Pardo, Dale Dye, Bryan Callen, Regina King, Corri English, Matt Jones, Cedric the Entertainer, Fred Willard, Barry Corbin, Kari Wahlgren, Patrick Warburton, Rene Auberjonois, Kevin Michael Richardson, Erik Estrada, Steve Schirripa, Brent Musberger, John Ratzenberger, Dane Cook, Julie Bowen, Ed Harris, Jerry Stiller, Curtis Armstrong, John Michael Higgins, Hal Holbrook, Wes Studi, Brad Garrett, Teri Hatcher, Stacy Keach, Danny Mann",7/18/2014,11/22/2015,83,Walt Disney Pictures,Rotten,45,94,Spilled,56,22136,26,42,52
m/pocahontas_ii_journey_to_a_new_world,Pocahontas II: Journey to a New World,"In this animated sequel, John Smith (Donal Gibson) goes missing after soldiers try to capture him on charges of treason that were trumped up by devious Gov. Ratcliffe (David Ogden Stiers). Smith's longtime love, Native American princess Pocahontas (Irene Bedard), is devastated by the news. In the meantime she must voyage to England as an ambassador. With her dashing guide, John Rolfe (Billy Zane), Pocahontas enters a strange new world, determined prevent an unjust war against her people.",,G,"Action & Adventure, Animation, Kids & Family","Tom Ellery, Bradley Raymond","Allen Estrin, Cindy Marcus, Flip Kobler","Irene Bedard, Finola Hughes, Billy Zane, Jean Stapleton, David Ogden Stiers, Judy Kuhn, Linda Hunt, Russell Means, Donal Gibson",8/4/1998,3/4/2016,72,DisneyToon Studios,Rotten,29,7,Spilled,28,63598,0,2,5
m/ponyo,Ponyo,"During a forbidden excursion to see the surface world, a goldfish princess encounters a human boy named Sosuke, who gives her the name Ponyo. Ponyo longs to become human, and as her friendship with Sosuke grows, she becomes more humanlike. Ponyo's father brings her back to their ocean kingdom, but so strong is Ponyo's wish to live on the surface that she breaks free, and in the process, spills a collection of magical elixirs that endanger Sosuke's village.","While not Miyazaki's best film, Ponyo is a visually stunning fairy tale that's a sweetly poetic treat for children of all ages.",G,"Action & Adventure, Animation, Art House & International, Kids & Family, Science Fiction & Fantasy",Hayao Miyazaki,"Hayao Miyazaki, Melissa Mathison","Noah Cyrus, Yuria Nara, Cate Blanchett, Matt Damon, Tomusho Yamaguchi, Tina Fey, Hiroki Doi, Frankie Jonas, Hirohi Doi, Kurt Knutsson, Tomoko Yamaguchi, Betty White, Kazushige Nagashima, Liam Neeson, Janessa Rose, Yuki Amami, Lily Tomlin, Cloris Leachman, George Tokoro, Carlos Alazraqui, Bob Bergen, Johanna Braddy, Marsha Clarke, John Cygan, Jennifer Darling, Jennessa Rose, Madison Davenport, Courtnee Draper, Crispin Freeman, Jess Harnell, Ella Dale Lewis, Sherry Lynn, Danny Mann, Mona Marshall, Mickie T. McGowan, Laraine Newman, Colleen O'Shaughnessey, Jan Rabson, Jôji Tokoro",8/14/2009,12/16/2019,100,Walt Disney Pictures,Certified-Fresh,92,169,Upright,83,97547,49,155,14
