rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/her_alibi,Her Alibi,"Mystery novelist Phil Blackwood (Tom Selleck) has written countless best sellers, but he's having trouble finding inspiration for his latest book, so he goes to the courthouse to observe real criminals in action. There he encounters Nina (Paulina Porizkova), a gorgeous immigrant charged with a gruesome murder. Convinced she's not guilty, Phil furnishes Nina with an alibi and a place to stay. But, as the two begin to fall in love, Phil finds he has grave doubts about her innocence.",,PG,"Comedy, Drama",Bruce Beresford,Charlie Peters,"Tom Selleck, Paulina Porizkova, William Daniels, James Farentino, Hurd Hatfield, Ronald Guttman, Victor Argo, Patrick Wayne, Tess Harper, Joan Copeland, David Chandler, Ossie Davis, Bill Smitrovich, Bobo Lewis, Jane Welch, Austin Hay, Benson W. Terry, Liliana Komorowska, Alan Mixon, Barbara Caruso, Marlene Bryan, William Aylward, Sara E. Pfaff, Trevor Soponis, David S. Chandler, Norman Fitz, Nat Benchley, Leonard Auclair, Dick Harrington, Corazon Adams, Lisa Nicholas, Hank deLuca, Joann Havrilla, Pankaj Talwar, Dick Rizzo, Joseph Eubanks, Bill Grimmett, Ted Sutton, Brian Costantini, T.J. Edwards, John Badila, Lucia Vincent, Vivienne Shub, Kathleen Goldpaugh, Allen Fitzpatrick, John Russell, William Shaw, Mark Stolzenberg, Joey Perillo",2/3/1989,1/1/2009,94,Warner Home Video,Rotten,17,23,Spilled,44,6905,6,4,19
m/hereafter,Hereafter,"Three people set out on a spiritual journey after death touches their lives in different ways. George (Matt Damon) is a construction worker in San Francisco who can communicate with the dead. French reporter Marie LeLay (Cécile de France) has a supernatural vision after nearly dying in the 2004 Indian Ocean tsunami. Meanwhile, a London schoolboy suffers the loss of the person closest to him.","Despite a thought-provoking premise and Clint Eastwood's typical flair as director, Hereafter fails to generate much compelling drama, straddling the line between poignant sentimentality and hokey tedium.",PG-13,"Drama, Mystery & Suspense",Clint Eastwood,"Peter Morgan, Clint Eastwood","Matt Damon, Lyndsey Marshal, Bryce Dallas Howard, Jay Mohr, Richard Kind, Frankie McLaren, George McLaren, Lyndsey Marshal, Cécile De France, Derek Jacobi, Marthe Keller, Jenifer Lewis, Andy Gathergood, Helen Elizabeth, Thierry Neuvic, Stephane Freiss, Joe Bellan, Sean Buckley, Paul Antony-Barber, Jack Bence, Cyndi Mayo Davis, Lisa Griffiths, Jessica Griffiths, Ferguson Reid, Derek Sakakura, Charlie Creed-Miles, Rebekah Staton, Declan Conlon, Marcus Boyea, Franz Drameh, Tex Jacks, Taylor Doherty, Mylène Jampanoï, Laurent Bateau, Calum Grant, Steve Schirripa, Tom Beard, Jean-Yves Berteloot, Niamh Cusack, George Costigan, Claire Price, Surinder Duhra, Audrey Brisson, Jess Murphy, Michael Cuckson, Jennifer Thorne, Barry Martin, Charlie Holliday, John Nielsen, Anthony Allgood, Mathew Baynton, Pearce Quigley, Meg Wynn Owen, Selina Cadell, Tom Price, Céline Sallette, Celia Shuman, Joanna Croll, Tim Fitzhigham, Chloe Bale, Gennady Loktionov",10/22/2010,9/1/2012,129,Warner Bros. Pictures,Rotten,47,235,Spilled,38,67234,51,110,125
m/hes_just_not_that_into_you,He's Just Not That Into You,"Baltimore-based friends and lovers, all in their 20s and 30s, try to navigate their way through the complexities of modern relationships. Beth (Jennifer Aniston) wants commitment from Neil (Ben Affleck), who sees nothing wrong with the status quo. Gigi (Ginnifer Goodwin) is tired of waiting by the phone, while Mary (Drew Barrymore) has a slew of supportive male friends, none of whom are straight. Meanwhile, Janine has trust issues with her husband, who can't trust himself around Anna.","Despite the best efforts of a talented cast, He's Just Not That Into You devotes too little time to each of its protagonists, thus reducing them to stereotypes.",PG-13,"Comedy, Drama, Romance",Ken Kwapis,"Abby Kohn, Marc Silverstein","Ben Affleck, Jennifer Aniston, Drew Barrymore, Jennifer Connelly, Kevin Connolly, Bradley Cooper, Ginnifer Goodwin, Scarlett Johansson, Kris Kristofferson, Justin Long",2/6/2009,3/1/2011,129,Warner Bros. Pictures/New Line Cinema,Rotten,42,168,Spilled,59,434084,51,70,98
m/hidden_2015,Hidden,,,R,Horror,"Matt Duffer, Ross Duffer","Matt Duffer, Ross Duffer","Alexander Skarsgård, Andrea Riseborough, Emily Alyn Lind, Heather Doerksen, William Ainscough",9/15/2015,,,Warner Bros.,,,,,,,0,4,1
m/high_sierra,High Sierra,"Aging mobster Big Mac (Donald MacBride) is looking to pull off one more heist before he retires. With his sights set on robbing a California casino, Big Mac breaks one of his former associates, Roy Earle (Humphrey Bogart), out of prison to mastermind the job. When the robbery goes awry, Earle is forced to go on the lam and settles for the night in the hills of the nearby Sierra Nevadas. But, with the cops on his tail, Earle is soon forced to fend off the law from the mountains.",,NR,"Classics, Drama, Mystery & Suspense",Raoul Walsh,"John Huston, W.R. Burnett","Humphrey Bogart, Ida Lupino, Arthur Kennedy, Alan Curtis, Joan Leslie, Henry Hull, Barton MacLane, Henry Travers, Elisabeth Risdon, Cornel Wilde, Minna Gombell, Elizabeth Risdon, Paul Harvey, Donald MacBride, Jerome Cowan, John Eldredge, Isabel Jewell, Willie Best, Arthur Ayleswofth, Robert Strange, Wade Boteler, Sam Hayes, Erville Alderson, Spencer Charters, Cliff Saum, Eddy Chandler, Richard Clayton, Louis Jean Heydt, William Hopper, Robert Emmett Keane, Peter Ashley, Maris Wrixon, J. Anthony Hughes, Lucia Carroll, Ralph Sanford, Frank Moran, Lee Phelps, James Blaine, Frank Cordell, Clancy Cooper, George Lloyd, George Meeker, Davison Clark, Jack Rutherford, Charlotte Wynters, Dorothy Appleby, James Flavin, Garry Owen, Eddie Acuff, Harry Hayden, Carl Harbaugh, William Gould",1/25/1941,11/21/2016,100,Warner Home Video,Fresh,90,20,Upright,78,5738,0,18,2
m/hobbit,The Hobbit,An animated adaptation of J.R.R. Tolkien's tale of the adventures of a hobbit on a quest to regain a dwarf king's gold.,,PG-13,"Animation, Kids & Family, Science Fiction & Fantasy, Special Interest, Television","Jules Bass, Arthur Rankin Jr.",Jules Bass,"Orson Bean, Richard Boone, Hans Conried, John Huston, Cyril Ritchard, Don Messick, Otto Preminger, Glenn Yarbrough, Paul H. Frees, John Stephenson, Jack de Leon, Theodore Gottlieb, Maury Laws",1/1/1978,8/31/2014,78,Warner Bros. Pictures,Fresh,69,16,Upright,65,68971,0,11,5
m/home_at_the_end_of_the_world,A Home at the End of the World,"Bobby (Colin Farrell), a rough teenager, lives in Cleveland in a family burdened by tragedy. After he meets Jonathan (Dallas Roberts), a gay teen repressed by his mother (Sissy Spacek), the two boys become best friends. When Bobby later reunites with Jonathan in New York as a young man, Bobby finds him living with a laid-back woman named Clare (Robin Wright Penn), and the three friends plan to form their own family -- until Bobby and Clare's budding romance gets in the way.","A Home at the End of the World aims for profundity, but settles for stale melodrama, yielding a slew of sensitive performances that are nevertheless in service of characters who prove to be ciphers.",R,"Drama, Romance",Michael Mayer (VI),"Michael Cunningham, Keith Bunin","Colin Farrell, Dallas Roberts, Robin Wright, Sissy Spacek, Matt Frewer, Erik Scott Smith, Ryan Donowho, Erik Smith, Harris Allan, Andrew Chalmers, Joshua Close, Ron Lea, Wendy Crewson, Asia Vieira, Quancetia Hamilton, Jeff Authors, Lisa Merchant, Shawn Roberts, Michael Mayer (VI), Barna Moricz, Virginia Reh",8/20/2004,7/24/2014,93,Warner Independent,Rotten,50,117,Upright,67,11019,35,59,58
m/home_fries,Home Fries,"Dorian (Luke Wilson) and Angus (Jake Busey) chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally (Drew Barrymore). She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.","Screenwriter Vince Gilligan's mordant sense of humor strikes a discordant note in Home Fries, a romantic caper full of empty calories.",PG-13,"Comedy, Romance",Dean Parisot,Vince Gilligan,"Drew Barrymore, Luke Wilson, Catherine O'Hara, Jake Busey, Kim Robillard, Shelley Duvall, Chris Ellis, Daryl 'Chill' Mitchell, Lanny Flaherty, Zachary Moore, Blue Deckert, Mark Walters, Shane Steiner, Theresa Merritt, Jill Parker-Jones, Morgana Shaw, Robert Graham, A.G. Zeke Mills, John Hawkes, Brady Coleman, Jean Donatto, Mona Lee Fultz, Marco Perella, Meason Wiley",11/25/1998,11/7/2008,93,Warner Bros. Pictures,Rotten,31,36,Spilled,33,39481,7,11,25
m/home_from_the_hill,Home from the Hill,"For his entire life, Theron Hunnicut's (George Hamilton) mother, Hannah (Eleanor Parker), has sheltered him from the philandering of his father, Wade (Robert Mitchum). Despite her best efforts, Theron acquires his father's taste for women when the elder Hunnicutt takes a sudden interest in his upbringing. When Theron unexpectedly impregnates Libby, the daughter of a local shopkeeper (Everett Sloane), he struggles with conflicted feelings about marriage and his family's legacy of infidelity.",,NR,"Classics, Drama",Vincente Minnelli,"Irving Ravetch, Harriet Frank Jr. / Irving Ravetch","Robert Mitchum, Eleanor Parker, George Peppard, George Hamilton, Everett Sloane, Luana Patten, Anne Seymour, Constance Ford, Ken Renard, Ray Teal, Hilda Haynes, Charlie Briggs, Luana Parker, Guinn 'Big Boy' Williams, Dan Sheridan, Denver Pyle, Orville Sherman, Dub Taylor, Stuart Randall, Tom Gilson, Joe Ed Russell, Burt Mustin, Duncan Gray Jr.",5/19/1960,1/1/2009,150,Warner Home Video,Fresh,90,10,Upright,91,528,1,9,1
m/honkytonk_man,Honkytonk Man,"A 1930s country singer (Clint Eastwood) tries to reach Nashville sober, with his nephew (Kyle Eastwood), to audition at the Grand Ole Opry.","Clint Eastwood succeeds in revealing his softer side in Honkytonk Man, a surprisingly sweet and heartwarming road movie that hums along at a pleasant pace.",PG,"Comedy, Drama, Musical & Performing Arts",Clint Eastwood,Clancy Carlile,"Kyle Eastwood, John McIntire, Alexa Kenin, Verna Bloom, Matt Clark, Barry Corbin, Jerry Hardin, Tim Thomerson, Susan Arnold, Macon McCalman, Joe Regalbuto, Gary Grubbs, Rebecca Clemons, Johnny Gimble, Linda Hopkins, Bette Ford, Phyllis Huffman, Jim Boelsen, Tracey Walter, Susan Peretz, John Russell, Charles Cyphers, Marty Robbins, Ray Price, Shelly West, David Frizzell, Porter Wagoner, Bob Ferrera, Tracy Shults, R.J. Ganzert, Hugh Warden, Kelsie Blades, Peter Griggs, Julie Hoopman, Rozelle Gayle, Robert V. Barron, DeForest Covan, Lloyd Nelson, George Orrison, Glenn Wright, Frank Reinhard, Roy Jenson, Gordon Terry, Merle Travis, Robert D. Carver, Thomas Powels, Clint Eastwood",12/15/1982,5/8/2015,125,WARNER BROTHERS PICTURES,Fresh,93,14,Upright,64,5954,5,13,1
m/horrible_bosses,Horrible Bosses,"Nick (Jason Bateman), Dale (Charlie Day) and Kurt (Jason Sudeikis) are workers who would like nothing better than to grind their oppressive employers into the dirt. Quitting their jobs is not an option, so -- fueled by alcohol and dubious advice from a criminal (Jamie Foxx) -- the men devise a complex and seemingly foolproof plan to permanently rid themselves of their terrible bosses. The problem is, any plan is only as clever as the brains behind it.","It's nasty, uneven, and far from original, but thanks to a smartly assembled cast that makes the most of a solid premise, Horrible Bosses works.",R,Comedy,Seth Gordon,"Jonathan M. Goldstein, John Francis Daley, Michael Markowitz","Jason Bateman, Kevin Spacey, Jennifer Aniston, Jason Sudeikis, Charlie Day, Jamie Foxx, Colin Farrell, Donald Sutherland, Julie Bowen, Isaiah Mustafa, Lindsay Sloane, P.J. Byrne, Wendell Pierce, Ron White, Ioan Gruffudd",7/8/2011,2/15/2014,98,Warner Bros. Pictures,Fresh,69,221,Upright,70,106701,52,153,68
m/horrible_bosses_2,Horrible Bosses 2,"Tired of always answering to others, Nick (Jason Bateman), Dale (Charlie Day) and Kurt (Jason Sudeikis) go into business for themselves. After demonstrating the prototype for an invention called the Shower Buddy, the guys attract the attention of Rex Hanson and his father, Bert. Bert invests in the trio's product, then cancels the order and steals their idea. Now heavily in debt and with no legal recourse, Nick, Dale and Kurt decide to kidnap Rex and use the ransom money to pay off their loans.","Horrible Bosses 2 may trigger a few belly laughs among big fans of the original, but all in all, it's a waste of a strong cast that fails to justify its own existence.",R,Comedy,Sean Anders,"Jonathan M. Goldstein, John Morris, Sean Anders","Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston, Chris Pine, Christoph Waltz, Kevin Spacey, Jamie Foxx, Jonathan Banks, Lindsay Sloane, Keegan-Michael Key, Kelly Stables, Jerry Lambert, Sam Richardson, Brianne Howey, Lidia Porto, J. Razor, Lennon Parham, Jill Basey, Alyssa Preston, Jennifer Bock, Bruno Amato, Suzy Nakamura, Michelle L. Gardner, Andy Buckley (II), James Michael Connor, Rob Huebel, Allen Zwolle, Charles Iacuzzo, Brendan Hunt, Rebecca Field, Camilla Lim, Chase Kim, Robert T. Parker, Gregory Nicholas Vrotsos, Korrina Rico, Sabrina Sky, Keeley Hazell, David Weiss, Raymond Ma, Ping Wu, Romina, Eric Kissack",11/26/2014,12/12/2015,108,Warner Bros. Pictures,Rotten,34,157,Spilled,47,58652,36,54,104
m/hot_to_trot,Hot to Trot,"A stockbroker (Bob Goldthwait) profits from market tips overheard in the stables by his talking horse, Don.",,PG,"Action & Adventure, Comedy",Michael Dinner,"Charlie Peters, Hugh Gilbert, Stephen Neigher","Bobcat Goldthwait, John Candy, Dabney Coleman, Virginia Madsen, Jim Metzler, Cindy Pickett, Tim Kazurinsky, Santos Morales, Barbara Whinnery, Garry Kluger, Mary Gross, Liz Torres, Jocko Marcellino, Deanna Oliver, Harry Caesar, Allen Williams, Lonny Price, Angel Salazar, Henry ""Hank"" Levy, John Lisbon Wood, Chino ""Fats"" Williams, Jack Whitaker, Tom Wolski, Kevin Furlong, Edmund Stoiber, Frank Morriss, Gilbert Gottfried, Virginia Eubanks, James Hong, Donald Hotton, Jeremy S. Kramer, Vyto Ruginis, Joseph R. Sicari, Robert Towers, Estelle Reiner, Peter Hobbs, Dennis Tufano, Burgess Meredith, Alison Moir, George D. Wallace",,6/9/2016,84,Warner Home Video,Rotten,0,16,Spilled,40,2803,6,0,16
m/hotel_de_love,Hotel de Love,"Ten years after high school, twin brothers Stephen (Simon Bossell) and Rick Dunne (Aden Young) run into Rick's old flame, Melissa Morrison (Saffron Burrows). Melissa's presence reignites the sibling rivalry between Rick -- the suave ladies' man who was her high school sweetheart -- and Stephen, an introverted stockbroker who was unable to admit his feelings for her as a teen. The Dunne brothers compete for Melissa's affection and struggle to stop her impending marriage at the Hotel de Love.",,R,"Comedy, Drama, Romance",Craig Rosenberg,Craig Rosenberg,"Simon Bossell, Aden Young, Saffron Burrows, Pippa Grandison, Ray Barrett, Julia Blake, Peter O'Brien, Belinda McLory, Belinda McClory, Cassandra McGrath, Alan Hopgood, Caleb Cluff, Cassandra Magrath, Andrew Bibby, Raelee Hill, Margaret Hoctor, Bayard Templin, Robert Lowe, Leo Faust, Alan Stone, Sally Lightfoot, Barbara Burder, Robert Tuttleby, Craig Gillespie, Madonna Munasinha, Michelle Twigden, Cameron Nugent, Paul Crossley, Bettina Petrone, Stephanie Turner, Andrew Russell, John Forsythe, Danny Stone, Simon Patterson, Peter Melberg, Richard Montgomery, Russell Smith (VII), John Baird",9/12/1996,,95,Warner Elektra Atlantic,Rotten,22,9,Spilled,54,378,4,2,7
m/house_of_wax_2005,House of Wax,"A gang of college friends, including Wade (Jared Padalecki) and his girlfriend, Carly (Elisha Cuthbert), are en route to a school football game when they wind up with a flat tire in a ghost town. They are forced to seek help in the only place that's open: the local wax museum. Once inside the spooky and seemingly abandoned building, they find the works on display are not quite what they seem -- and the group soon discovers it's being hunted by the insane twin brothers who run the museum.","Bearing little resemblance to the 1953 original, House of Wax is a formulaic but better-than-average teen slasher flick.",R,"Horror, Mystery & Suspense",Jaume Collet-Serra,"Chad Hayes, Carey Hayes","Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton, Jared Padalecki, Jon Abrahams, Robert Ri'chard, Dragitsa Debert, Thomas Adamson, Murray Smith, Sam Harkess, Damon Herriman, Andy Anderson, Bruce Harvey",5/6/2005,1/1/2009,107,Warner Bros. Pictures,Rotten,26,158,Spilled,42,404607,32,41,117
m/how_the_west_was_won,How the West Was Won,"Setting off on a journey to the west in the 1830s, the Prescott family run into a man named Linus (James Stewart), who helps them fight off a pack of thieves. Linus then marries daughter Eve Prescott (Carroll Baker), and 30 years later goes off to fight in the Civil War with their son, with bloody results. Eve's sister, Lily (Debbie Reynolds), heads further west and has adventures with a professional gambler (Gregory Peck), stretching all the way to San Francisco and into the 1880s.",,G,"Action & Adventure, Classics, Drama, Western","John Ford, Henry Hathaway, George Marshall, Richard Thorpe","James Webb, James R. Webb","Debbie Reynolds, George Peppard, Carroll Baker, James Stewart, Gregory Peck, Richard Widmark, Henry Fonda, Robert Preston, Karl Malden, Thelma Ritter, Carolyn Jones, Agnes Moorehead, Eli Wallach, John Wayne, Lee J. Cobb, Brigid Bazlen, Walter Brennan, David Brian, Andy Devine, Raymond Massey, Harry Morgan, Mickey Shaughnessy, Russ Tamblyn, Tudor Owen, Barry Harvey, Jamie Ross, Willis Bouchey, Kim Charney, Bryan Russell, Claude Johnson, Jerry Holmes, Rodolfo Acosta, Chief Weasel, Lance Red Cloud Cassandra Warrior, Ben Black Elk, Mark Allen, Lee Van Cleef, Charlie Briggs, Jay C. Flippen, Ken Curtis, Clinton Sundberg, James Griffith, Walter Burke, Joe Sawyer, John Larch, Jack Pennick, Craig Duncan, Gil Perkins, Paul Bryar, Kem Curtis, Walter Reed, Carleton Young, Harry Dean Stanton, Karl Swenson, Jack Lambert, Christopher Dark, Gene Roth, J. Edward McKinley, William Henry, Ken Dibbs, Red Perkins, John Damler, Robert Nash, Sol (Saul) Gorss, Roy Jenson, Rodopho (Rudy) Acosta, Victor Romito, Harvey Parry, Harry Monty, Beulah Archuletta, Chuck Roberson, Boyd 'Red' Morgan, Spencer Tracy",2/20/1963,7/24/2014,164,Warner Home Video,Fresh,86,22,Upright,74,9801,3,19,3
m/how_to_be_single_2016,How To Be Single,"After four years of college, young Alice (Dakota Johnson) decides she needs a break from her long-term boyfriend Josh. Excited and ready for new challenges, the eager grad moves to New York to take a job as a paralegal. Helping her navigate her way through an unfamiliar city is Robin (Rebel Wilson), a fun-loving, wild co-worker who enjoys partying and one-night stands. With Robin as her freewheeling guide, Alice can now learn how to get free drinks, meet men and enjoy the single lifestyle.","How to Be Single boasts the rough outline of a feminist rom-com, but too willingly indulges in the genre conventions it wants to subvert.",R,"Comedy, Romance",Christian Ditter,"Marc Silverstein, Abby Kohn, Dana Fox, Liz Tuccillo","Dakota Johnson, Rebel Wilson, Leslie Mann, Anders Holm, Damon Wayans Jr., Alison Brie, Nicholas Braun, Jason Mantzoukas, Damon Wayans Jnr., Jake Lacy, Colin Jost, Mickey Gooch, Mickey Gooch Jr., Sarah Ramos, Vanessa Rubio, Zani Jones Mbayise, Brent Morin, Kay Cannon, Judith Lightfoot Clarke, Patrick Boll, Anna Eilinsfeld, Charlotte Kirk, Angela Bellotte, Kevin Yamada, Richie Moriarty, Richard 'Bumper' Walker, Paul Laudiero, Richard Bumper Walker, Ali Marsh, Patrick J. Clark, Patrick Clark, Diana Oh, Eason Rytter, Ella June Conroy, Katrina Braxton, Kate Fahrner, Sipiwe Moyo, Genevieve Adams, Julia Mattison, Caroline Lowe, Murf Meyer, Jonathan Braylock, Dewitt Fleming Jr., Dana Fox, Chloe Fontain, Tony Cheng, Allan Greenberg, Roy Koshy, Anthony Triolo, John Rickard, Abby Kohn, Drew Barrymore, Marcus Viscidi, Richard Brener, Michael Disco, Nancy Juvonen, Steven Mnuchin, Dave Neustadter, Michele Weiss",2/12/2016,5/3/2016,110,Warner Bros. Pictures,Rotten,47,156,Spilled,47,28017,37,74,83
m/hubble_3d,Hubble 3D,"In May 2009, NASA astronauts embark on a mission to perform maintenance and repairs to the Hubble Space Telescope. As they go about their tasks, danger and beauty are never far away. The nature of space indicates that even the simplest routine can go fatally awry, while amazing photographs taken by the telescope celebrate the wonder of Earth's celestial surroundings.","Offering a stunning, expansive viewing experience, Hubble 3D takes advantage of IMAX and 3-D technology like no other film.",G,"Documentary, Drama",Toni Myers,,"Leonardo DiCaprio, Scott D. Altman, Gregory C. Johnson, Andrew J. Feustel, Michael T. Good, John M. Grunsfeld, Michael J. Massimino, K. Megan McArthur",3/19/2010,5/19/2016,43,Warner Bros.,Certified-Fresh,88,42,Upright,86,16724,14,37,5
m/hudsucker_proxy,The Hudsucker Proxy,"Greedy executive Sidney J. Mussburger (Paul Newman) hopes to take control of the company he works for by purchasing a majority share -- but he must first devalue the stock. So he convinces the board to appoint know-nothing recent graduate Norville Barnes (Tim Robbins). But Mussburger's plot backfires when Barnes' latest invention succeeds, thereby increasing the company's value. Worse yet, undercover reporter Amy Archer (Jennifer Jason Leigh) has the scoop on Mussburger's shady dealings.","Intriguingly strange and visually distinctive, The Hudsucker Proxy is ultimately almost -- but not quite -- as smart and absorbing as it needs to be.",PG,Comedy,Joel Coen,"Sam Raimi, Ethan Coen, Joel Coen","Tim Robbins, Paul Newman, Jennifer Jason Leigh, Charles Durning, John Mahoney, Jim True-Frost, William C. Cobbs IV, Bruce Campbell, John Seitz, Joe Grifasi, Peter Gallagher, Noble Willingham, Donna Isaacson, Steve Buscemi, Jon Polito, John Lyons, Bill Cobbs, Roy Brocksmith, I.M. Hobson, John Scanlan, Jerome Dempsey, John Wylie, Gary Allen, Richard Woods, Peter McPherson, David Byrd, Christopher Darga, Pat Cranshaw, Robert Weil, Mary Lou Rosato, Ernest Sarracino, Eleanor Glockner, Kathleen Rose Perkins, Joseph Marcus, Barbara Ann Grimes, Thom Noble, William Duff-Griffin, Anna Nicole Smith, Pamela Everett, Arthur Bridges, Sam Raimi, John Cameron, Skipper Dune, Jay Kapner, Mike Starr, Richard Whiting, Tom Toner, David Fawcett, Linda McCoy, Peter Siragusa, Stan Adams, Karl F. Mundt, David Gould, Nelson George, Joanne Pankow, Mario Todisco, James Deuter, Cynthia Baker, Colin Fickes, Dick Sasso, Jesse Brewer, Stan Lichtenstein, Ed Lillard, Ace O'Connell, Frank Jeffries, Philip Loch, Todd Alcott, Richard Schiff, Lou Criscuolo, Michael Earl Reid, Harry Bugin",1/1/1994,10/24/2008,111,Warner Home Video,Rotten,59,44,Upright,79,43225,12,26,18
m/humoresque,Humoresque,"Although Paul Boray (John Garfield) is a talented violinist, he comes from a poor, working-class background and doesn't have the connections needed to make it in the music world. Woman-about-town Helen Wright (Joan Crawford) does, though, and after seeing him perform, she takes him under his wing, opening doors he couldn't access before. Their relationship soon turns into a romantic one, but the destructive behavior of Helen may be too much for Paul to bear.",,NR,"Classics, Drama",Jean Negulesco,"Clifford Odets, Zachary Gold","John Garfield, Joan Crawford, Oscar Levant, J. Carroll Naish, Joan Chandler, Tom D'Andrea, Peggy Knudsen, Ruth Nelson, Craig Stevens, Paul Cavanagh, Richard Gaines, John Abbott, Robert Blake, Don McGuire, Fritz Leiber, Tommy Cook, Peg La Centra, Richard Walsh, Nestor Paiva, Creighton Hale, Monte Blue, Patricia Barry, Don Turner, Ann Lawrence, Sylvia Arslan",12/25/1946,11/21/2016,125,Warner Home Video,Fresh,67,6,Upright,71,1254,0,4,2
m/i_am_legend,I Am Legend,"Robert Neville (Will Smith), a brilliant scientist, is a survivor of a man-made plague that transforms humans into bloodthirsty mutants. He wanders alone through New York City, calling out for other possible survivors, and works on finding a cure for the plague using his own immune blood. Neville knows he is badly outnumbered and the odds are against him, and all the while, the infected wait for him to make a mistake that will deliver Neville into their hands.",I Am Legend overcomes questionable special effects and succeeds largely on the strength of Will Smith's mesmerizing performance.,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Francis Lawrence,"Mark Protosevich, Tracy Torme, John Logan, Akiva Goldsman","Will Smith, Alice Braga, Salli Richardson-Whitfield, Charlie Tahan, Willow Smith, Darrell Foster, Dash Mihok, Joanna Numata, Samuel Glen, James Michael McCauley, April Grace, Marin Ireland, Pedro Mojica, Anthony Mazza, Steve Cirbus, Calista Hill, Gabriella Hill, Tyree Simpson, Blake Lange, Patrick Fraley, Deborah Collins, Emma Thompson, Abraham Sparrow, John Kyle Grady, Moses Harris Jr., Marc Innis, Eric Jenkins, Mark Steger",12/14/2007,12/1/2009,101,Warner Bros. Pictures,Fresh,68,215,Upright,68,1129917,57,146,69
m/i_confess,I Confess,"Father Logan (Montgomery Clift) is a Catholic priest, but he finds his faith put to the test when he is accused of the murder of a wealthy member of his parish. The real murderer was Otto (O.E. Hasse), a poor German immigrant desperate for money, and Father Logan knows this because Otto confessed it to him. However, Father Logan is bound by the secrecy of the confessional and cannot share this evidence with the police, even if it means his own life.",,NR,"Classics, Drama",Alfred Hitchcock,"George Tabori, William Archibald","Montgomery Clift, Anne Baxter, Karl Malden, Brian Aherne, O.E. Hasse, Dolly Haas, Roger Dann, Charles Andre, Judson Pratt, Ovila Legare, Gilles Pelletier, Nan Boardman, Henry Corden, Carmen Gingras, Albert Godderis",1/1/1952,9/11/2015,95,WARNER BROTHERS PICTURES,Fresh,83,29,Upright,76,7446,6,24,5
m/i_love_you_again,I Love You Again,"Larry Wilson (William Powell) is a wealthy businessman. He's also so incredibly boring that his wife, Kay (Myrna Loy), wants a divorce. But when Larry gets knocked on the head, he discovers that he isn't Larry Wilson at all. He's actually George Carey, a con artist, and his life as Larry has really been a case of amnesia. Now back to his old ways, George plans a con to rob an entire town of their money. But George's fiery ways make Kay reconsider the divorce.",,NR,"Classics, Comedy, Drama",W.S. Van Dyke,"Charles Lederer, George Oppenheimer, Harry Kurnitz","William Powell, Myrna Loy, Edmund Lowe, Frank McHugh, Don Douglas, Nella Walker, Pierre Watkin, Paul Stanton, Morgan Wallace, Charles Arnt, Harlan Briggs, Dix Davis, Carl ""Alfalfa"" Switzer, Robert Blake, Winifred Harris, Mary Currier, Hazel Keener, Bea Nigro, Leni Lynn, Edward Earle, Harry Hayden, Harry Lash, William Tannen, Ray Teal, Barbara Bedford, George Lloyd, Charles Wagenheim, Jack Mulhall, Jason Robards Sr., John Dilson, Ted Thompson, Hooper Atchley, Warren Rock, Jason Robards Sr., Paul Parry, Hal Cooke, Raymond Bailey, Nell Craig, Arthur Hoyt, Joseph E. Bernard, Jack Daley, Eric Wilton, George Lollier, Howard Mitchell, Sally Payne, Claire Rochelle, Gladys Blake, Edward Hearn",8/9/1940,12/3/2013,97,WARNER BROTHERS PICTURES,Fresh,100,6,Upright,82,642,1,6,0
